112688,6.9,Crime|Mystery|Drama
112715,5.1,Mystery|Action|Adventure
112740,7.3,Thriller|Action|Drama
112851,7.2,Thriller|Action
112864,7.6,Thriller|Action|Adventure
112887,5.9,Crime|Comedy|Action
113044,6.4,Crime|Mystery|Drama
113071,5.9,Romance|Action|Adventure
113114,4.9,Drama|Adventure
113243,6.2,Crime|Comedy|Drama
113464,6.7,Comedy|Drama
113481,5.6,Crime|Action
113492,5.5,Crime|Action
113500,4.1,Comedy
113540,7,Drama
113677,7.6,Comedy|Drama
113690,6,Mystery|Thriller|Horror
107447,6.7,Comedy|Drama
113729,5.3,Romance|Drama
113749,7.2,Comedy|Romance
113820,5.1,Action|Adventure
113851,5.8,Comedy|Romance|Drama
110604,6.8,Thriller|Horror
110620,6,Drama|Horror
113957,5.9,Crime|Action|Drama
113986,5.4,Comedy|Romance
114095,6.6,Comedy
114194,6.6,Crime|Action|Drama
114241,5.1,Comedy|Drama
114323,7.2,Drama
114345,5.2,Romance|Drama
114435,6.8,Documentary
114436,4.6,Drama
114478,7.4,Comedy|Drama
114496,5.7,Comedy|Romance|Drama
114508,5.8,Action|Horror
114534,6.5,Drama
114558,7.2,Crime|Action|Drama
58450,7.8,Romance|Drama
114666,5,Crime|Thriller|Drama
114663,6.2,Drama
114702,6.6,Romance|Drama
114682,6.4,Comedy|Drama
114781,5.4,Thriller|Action
114798,6.7,Comedy|Drama
114805,6.4,Documentary
114887,6.6,Romance|Drama
114898,6.1,Action|Adventure
114928,5.2,Thriller|Drama
114938,5.9,Action
109340,7.3,Drama
112602,5.5,Crime|Comedy|Adventure
111579,8,Drama
110882,8.1,Drama
112471,8.1,Romance|Drama
112508,6.4,Comedy
112438,4.2,Thriller|Drama
112571,6.4,Comedy|Drama
112757,7.7,Drama
112643,5.9,Mystery|Drama|Horror
112679,6.6,Romance|Drama
109445,7.8,Comedy
112883,6.7,Comedy|Romance|Drama
109635,6,Thriller|Drama
109676,5.6,Thriller|Action|Adventure
112854,4.5,Crime|Comedy
109642,7.4,Crime|Mystery|Drama
109686,7.3,Comedy
111797,7.8,Comedy|Romance|Drama
109759,7.2,Drama
109707,7.9,Comedy|Drama
113117,6.5,Comedy|Romance|Drama
113097,6.4,Comedy|Romance
113028,6.4,Adventure
113198,6.8,Comedy|Adventure
113303,5.3,Thriller|Horror
113089,6.7,Drama
113199,3.9,Comedy|Drama
113234,6.2,Action|Adventure
109906,6.6,Crime|Drama
110057,8.3,Documentary|Drama
110005,7.4,Crime|Drama
110066,5.9,Comedy
110116,7.5,Drama
110006,6.7,Comedy|Drama
113360,5.9,Thriller|Action|Drama
110099,6.2,Comedy|Romance
110148,7.6,Drama|Horror
113463,5.7,Drama
110189,4.6,Crime|Comedy
110216,4.5,Comedy|Romance
113501,6.4,Crime|Action|Drama
113552,5.9,Crime|Thriller|Action
113670,7.7,Drama
110296,7.5,Drama
109731,7.2,Crime|Thriller|Drama
103994,7.2,Romance|Drama
110322,7.5,Romance|Drama
110443,6.1,Comedy|Adventure
110365,6.8,Crime|Drama
107566,6.5,Crime|Drama
110391,5.9,Comedy|Romance|Drama
113691,6.4,Drama
110428,7.2,Comedy|Drama
109836,6.4,Romance|Drama|Horror
113755,5,Comedy
110538,5.3,Comedy|Drama
110516,5.5,Comedy|Romance
113896,7.3,Drama
113870,7.3,Thriller|Drama
110684,7.4,Comedy|Drama
110638,6.5,Drama
113967,6.7,Crime|Drama
117169,4.2,Crime|Action|Drama
106402,3.4,Comedy|Horror
110671,5.7,Comedy|Romance
110632,7.3,Crime|Drama
110737,6.5,Comedy|Romance
110729,7.9,Crime|Drama
114069,6.6,Thriller|Action|Drama
114113,6.1,Comedy|Romance|Drama
114210,5.4,Comedy|Romance
110912,8.9,Crime|Drama
114084,6.4,Drama
105652,7.3,Comedy|Drama
110889,7.1,Romance|Drama
110932,7.5,Drama
114129,6.8,Romance|Drama
110963,7.5,Crime|Drama
114214,6.4,Romance|Action|Thriller
114296,6.4,Comedy|Drama
110907,5,Comedy|Drama
111495,8.1,Mystery|Romance|Drama
111507,7.7,Comedy|Romance|Drama
110769,7,Romance|Drama
114268,5.4,Comedy|Drama
110965,5.7,Thriller|Drama|Horror
114571,5.3,Comedy|Drama
111333,6.4,Comedy
111112,7.5,Drama
111255,5.5,Crime|Action|Drama
111282,7.1,Action|Adventure
111070,6.4,Comedy|Drama
111149,7.4,Crime|Thriller
108260,6.7,Thriller|Drama
106966,7.5,Comedy|Romance|Drama
114594,7.1,Crime|Comedy
111309,7.4,Comedy|Drama
113936,5.6,Comedy|Adventure
110081,8.3,Drama
114614,5.2,Comedy|Action
114608,6.7,Action|Horror
111280,6.6,Mystery|Action|Adventure
114609,6.2,Crime|Thriller|Horror
111454,6.5,Romance|Drama
114852,5.6,Thriller|Horror
114694,7,Comedy|Adventure
111590,7.5,Comedy|Romance|Drama
114788,6.2,Crime|Thriller
114888,4.8,Drama
108550,7.8,Drama
114924,6.7,Comedy|Romance|Drama
111667,6.7,Drama
109655,7.2,Romance|Drama
110598,7.2,Comedy|Romance|Drama
112435,5.7,Comedy|Drama
109045,7.5,Comedy
106339,6.7,Drama
104779,7.1,Romance|Thriller|Drama
109348,7.5,Crime|Comedy
109444,6.9,Crime|Action|Drama
109446,6.7,Crime|Mystery|Drama
109504,6.9,Comedy|Drama
109506,7.6,Action|Drama
109450,6.5,Drama
109813,4.8,Comedy
109831,7.1,Comedy|Romance|Drama
113305,6.5,Crime|Romance|Drama
110091,6.8,Comedy|Romance|Drama
110093,5.2,Comedy|Action|Romance
110167,6.3,Comedy|Romance|Drama
110213,6,Romance|Adventure
107472,8.1,Documentary
110357,8.5,Drama|Adventure
107426,6,Drama
111686,6.4,Mystery|Horror
110475,6.9,Comedy
110478,7,Comedy|Action|Adventure
110588,6.4,Drama
110622,6.4,Crime|Comedy
110771,6.6,Comedy|Drama
110950,6.6,Comedy|Romance|Drama
110989,5.2,Comedy
111054,6.4,Drama
110997,6.3,Crime|Action|Adventure
111257,7.2,Crime|Action|Adventure
111256,5.7,Comedy|Romance
111438,5.8,Crime|Action
111503,7.2,Comedy|Action|Thriller
111693,6.5,Romance|Drama
111742,6.2,Romance|Drama|Horror
111756,6.6,Crime|Adventure
112443,5.4,Crime|Thriller|Drama
110455,6.9,Comedy|Drama
111048,5.9,Comedy|Drama
110399,5.8,Crime|Comedy|Action
112570,7.2,Drama
109454,7,Romance|Drama
59170,6.8,Comedy|Action
110186,6.6,Crime|Romance|Drama
108069,7.4,Adventure
111301,3.8,Comedy|Action|Adventure
112702,6.8,Comedy|Action|Thriller
112849,5.8,Mystery|Romance|Drama
113014,5.5,Crime|Comedy|Drama
113043,3.4,Horror
113104,8,Documentary
113173,6.2,Crime|Drama|Adventure
113319,6,Thriller|Drama
113827,5.1,Thriller|Action
112889,7.3,Crime|Comedy|Drama
109339,7.3,Documentary
110027,4.3,Romance|Action
109785,6.3,Crime|Drama
113409,7.2,Mystery|Horror
109021,6.5,Drama
109035,6.6,Crime|Drama
106220,6.6,Comedy
111804,6.6,Documentary|Comedy
106226,7.2,Romance|Drama
109068,6.1,Crime|Comedy
109067,5.5,Comedy
106292,5.5,Crime|Comedy|Action
109198,5.1,Romance
109219,7,Comedy|Romance|Drama
106379,5.4,Comedy|Drama
106400,4.8,Comedy
109254,5.5,Crime|Comedy|Action
109279,6.6,Drama|Adventure
109297,6.2,Crime|Mystery|Drama
109303,6.2,Crime|Action|Drama
109305,6.1,Drama
109306,6.4,Romance|Drama
106452,5.9,Horror
106471,4.6,Mystery|Romance|Drama
109361,5.1,Comedy|Romance|Adventure
106505,5,Comedy|Drama
109439,5.4,Comedy
109443,5.6,Comedy|Mystery
106582,6.4,Thriller|Action|Adventure
106598,5.2,Comedy
109456,5.1,Mystery|Thriller|Romance
109493,5.8,Crime|Comedy|Action
106660,5.7,Drama
106673,6.8,Comedy|Romance
106677,7.7,Comedy
106697,6.6,Crime|Action
109729,7.6,Documentary|Adventure
106834,4.3,Comedy|Romance|Drama
106873,5.7,Crime|Comedy|Thriller
106332,8.1,Romance|Drama
109783,5.2,Comedy|Romance
106881,7.1,Thriller|Drama
106880,7.2,Comedy
111732,6.7,Comedy|Drama
106926,6.2,Mystery|Romance|Drama
111712,6.8,Crime|Comedy|Mystery
106941,6.1,Comedy|Romance|Drama
106918,6.8,Mystery|Thriller|Drama
106965,5.9,Drama|Adventure
109842,7.7,Crime|Thriller|Drama
106977,7.8,Crime|Action|Drama
107004,6.5,Drama
109890,5.7,Crime|Action|Adventure
109891,4.6,Crime|Comedy
109913,5.6,Romance|Drama
109920,5,Comedy
107057,5.5,Crime|Thriller|Drama
107076,6.1,Thriller|Action
107096,6.8,Action|Drama
107144,6.6,Comedy|Action
113674,5.4,Comedy
107151,6.9,Romance|Drama
110064,4.1,Comedy|Romance
110074,7.3,Comedy|Drama
110097,5.6,Comedy|Drama
110123,4.8,Comedy
107206,7.2,Thriller|Action|Drama
110137,6.5,Romance|Comedy|Drama
108551,7.2,Drama
110197,5.3,Crime|Comedy|Drama
107286,6.6,Crime|Action|Drama
107290,8.1,Thriller|Adventure
107302,6.7,Crime|Thriller|Drama
107322,7.6,Drama
110305,5.9,Adventure
107362,6.2,Comedy|Action|Adventure
110353,5.4,Comedy
107478,4.9,Comedy
107497,6.4,Crime|Mystery|Thriller
107501,6.7,Drama
107507,7.4,Comedy|Mystery
107554,7.5,Crime|Thriller|Drama
116253,6.4,Thriller|Action|Adventure
74102,6.6,Drama|Horror
111689,7.1,Comedy|Romance|Drama
107616,7.4,Comedy|Romance|Drama
107611,5.8,Romance|Drama
107613,5.9,Comedy|Romance
107614,6.9,Comedy|Drama
107653,7.9,Comedy|Drama
110657,4.3,Action|Drama
110649,5.8,Comedy|Drama
110678,6.1,Action|Drama
110687,4.4,Comedy|Drama|Adventure
107756,7.2,Drama
107808,7.5,Crime|Thriller|Drama
107822,7.6,Romance|Drama
107840,5.9,Romance|Drama
107889,6.4,Action|Drama
111003,5.9,Thriller|Horror
110939,6.2,Crime|Comedy|Drama
110955,6.9,Crime|Comedy|Drama
107943,7.9,Romance|Drama
110971,6.1,Comedy|Drama
107969,6.2,Crime|Action|Drama
111001,5.7,Comedy|Drama
107978,3.9,Crime|Action
107977,6.7,Comedy|Adventure
107983,6.6,Crime|Action|Drama
105275,6.8,Crime|Drama
108000,7.1,Romance|Drama
108002,7.5,Drama
108026,7.2,Drama
108052,8.9,Drama
111094,5.3,Comedy|Drama
111102,7.1,Drama
108071,7.3,Drama
111127,6.7,Crime|Comedy|Horror
111143,6,Crime|Action|Adventure
108101,7.4,Romance|Drama
108122,7.7,Comedy|Drama
111194,6.3,Comedy|Drama
108149,6.9,Comedy|Drama|Mystery
108160,6.8,Comedy|Romance|Drama
83658,8.2,Thriller
108186,5.7,Comedy|Romance|Drama
108174,6.4,Comedy|Romance
108238,5.8,Crime|Mystery|Action
89256,4.7,Drama
108255,4,Comedy|Adventure
111323,6.1,Crime|Action|Adventure
111400,5.4,Comedy|Action|Mystery
108328,7.5,Drama
108333,6.4,Comedy|Action|Adventure
111488,5.3,Crime|Thriller|Drama
110763,6,Comedy|Adventure
107779,5.3,Comedy|Drama
109226,5.4,Drama
114906,7.5,Comedy|Drama
107002,7.1,Romance|Drama
109403,5,Comedy
104029,6.7,Horror
110623,5.7,Comedy|Romance
107315,6.5,Comedy
106408,6.5,Comedy|Drama
107349,6.5,Drama
111709,7.3,Crime|Comedy|Drama
109828,5.8,Drama
107225,6.8,Comedy
111252,6.3,Comedy|Drama
110366,6.3,Comedy|Romance
106878,5.9,Comedy
109120,5.7,Drama|Adventure
108059,6.8,Crime|Thriller|Drama
110892,6,Comedy|Drama
112651,7.8,Documentary
107642,6.2,Comedy|Romance
109382,7.3,Comedy|Drama
106678,7,Romance|Drama
112572,5.9,Comedy
99653,7,Romance|Drama
103639,8,Comedy|Adventure
103064,8.5,Thriller|Action
99348,8,Drama|Adventure
114706,5.9,Thriller|Action|Drama
96895,7.6,Action|Adventure
102926,8.6,Crime|Thriller|Drama
32910,7.5,Comedy
100405,6.9,Comedy|Romance
110719,7.4,Comedy|Drama
65214,8,Action|Adventure
110395,6.1,Crime|Romance|Thriller
111752,7,Drama
109934,7.6,Documentary
112606,6.1,Comedy
115978,6.4,Documentary
117247,6.5,Comedy|Romance|Drama
112625,5.2,Horror
106537,6.4,Romance|Drama
116282,8.1,Crime|Thriller|Drama
116552,5.9,Comedy|Adventure
82509,6.7,Adventure
116514,5.1,Horror
117283,4.9,Comedy|Romance
116684,6.8,Romance|Drama
110374,4.6,Thriller|Drama|Mystery
70506,7.6,Comedy|Drama
65421,7.1,Comedy|Adventure
113083,7.1,Drama
118001,5.4,Comedy|Romance
116165,2.6,Comedy
102855,6.3,Drama
107471,7.3,Romance|Drama
113839,5.7,Comedy|Romance|Drama
112712,5,Thriller|Action|Drama
90665,6.9,Comedy|Drama
117891,5.6,Crime|Comedy|Drama
113613,6.8,Crime|Comedy|Drama
114305,6.1,Crime|Drama
115837,6.4,Romance|Drama
115509,5.4,Adventure
114671,7.6,Drama
112844,6.8,Comedy
114658,2.4,Comedy|Action
116275,7,Comedy|Drama
113122,4.9,Thriller|Drama
117608,5.7,Comedy
113448,6.6,Comedy|Romance|Drama
116414,5,Comedy|Drama
116095,5.3,Thriller|Drama|Horror
111543,5.6,Comedy|Romance|Adventure
117517,6.3,Drama
117312,6,Comedy
113947,7.4,Drama
117060,7.1,Thriller|Action|Adventure
109028,7.1,Comedy|Drama|Mystery
117071,6.5,Romance|Drama
117788,4.2,Comedy
112257,6.6,Mystery|Thriller|Horror
116136,6.4,Action|Adventure
118026,5.3,Drama
117117,7,Drama
116168,5.1,Comedy
111787,6.5,Comedy|Drama
54189,7.8,Crime|Thriller|Drama
115591,6.1,Comedy|Romance|Drama
116683,6.7,Adventure
116287,6.2,Thriller|Drama
116768,6.8,Comedy
116269,5.9,Crime|Comedy|Drama
114787,8.1,Comedy|Drama
113720,7,Romance|Drama
112536,4.8,Action
117128,7.4,Comedy|Horror
114616,5.1,Drama
117705,6.3,Comedy|Adventure
62711,5.9,Comedy|Adventure
110061,4.3,Thriller|Action|Drama
140614,5.1,Comedy|Horror
108181,7.6,Thriller|Drama
114307,6.2,Romance|Drama
58898,7.2,Mystery|Drama
82206,7.7,Crime|Comedy|Drama
111430,6.8,Documentary|Drama
107727,7.2,Documentary
81759,4.6,Thriller|Drama
113443,7.1,Drama
109491,6.9,Romance|Drama
114048,4.9,Comedy|Action|Adventure
111613,6.9,Romance|Drama
117688,3.9,Thriller|Action
109751,7.2,Drama
114736,5.3,Crime|Mystery|Drama
112604,6.4,Comedy|Romance|Drama
116289,5.4,Crime|Comedy|Drama
109593,4.5,Drama
103095,5.4,Comedy
112368,6.7,Comedy|Drama
104046,7.7,Drama
62952,7.7,Drama
115742,4.8,Mystery|Romance|Drama
117420,5.5,Thriller|Action|Adventure
115951,6.8,Comedy|Drama
117784,5.9,Drama
117107,6.2,Crime|Mystery|Drama
117979,6.3,Comedy|Romance
95776,6.7,Comedy|Adventure
115851,5.2,Comedy
116322,5.2,Adventure
109374,6.4,Crime|Romance|Drama
110712,5.1,Drama
112817,7.7,Drama
113362,7.1,Romance|Drama|Adventure
73778,6.6,Crime|Action|Drama
112546,6.7,Comedy|Romance
108500,7,Comedy
117108,6,Comedy|Romance
118114,8.6,Comedy
114103,7,Drama
113270,7.3,Documentary
92123,6.7,Drama
115963,6.3,Drama|Horror
116448,5.4,Comedy
116827,5.8,Thriller|Drama
112701,7.3,Comedy|Romance
113429,7.3,Drama
116508,5.7,Mystery|Thriller|Drama
117260,5.7,Crime|Action|Drama
117500,7.4,Thriller|Action|Adventure
116405,4.5,Comedy
109592,7.3,Comedy|Horror
117998,6.3,Action|Drama|Adventure
115624,3.2,Action
113145,6.8,Drama
117894,5.7,Horror
117723,5.3,Comedy|Action
112586,6.8,Comedy|Drama
112691,8.2,Comedy
40366,7.4,Crime|Drama
117768,4.1,Comedy|Adventure
115571,6.3,Thriller
31612,6.3,Drama
57012,8.5,Comedy
103926,7.2,Comedy|Romance|Drama
113849,6.4,Comedy|Romance|Drama
113188,6,Drama|Adventure
42644,6.6,Drama|Adventure
109381,7.9,Documentary
109688,7.2,Action|Drama
104606,7.2,Drama
110480,7.5,Documentary
108211,7.5,Drama
117331,4.9,Comedy|Action|Adventure
117765,4.3,Crime|Comedy|Drama
116833,6.3,Comedy|Drama
113280,7,Romance|Drama
116669,5.8,Comedy|Drama
116594,6.6,Drama
113211,7.2,Comedy|Drama
114494,7.1,Comedy|Drama
94265,6.1,Comedy|Drama
105201,6.8,Comedy
70820,7.1,Drama
84898,7.2,Drama
63715,6.6,Mystery|Horror
109191,5.4,Comedy|Drama
117951,8.2,Drama
118523,4.8,Romance|Comedy
116629,6.9,Action|Adventure
117737,6.6,Mystery|Romance|Drama
116277,5.8,Action|Drama
116583,6.9,Drama
115798,6,Comedy|Thriller|Drama
116778,6.9,Comedy
116213,6.1,Mystery|Action|Drama
113147,8.8,Documentary
117218,5.6,Comedy|Romance
100990,7.2,Drama
111546,7.5,Romance|Drama
113610,8.6,Documentary
106810,7.1,Drama
111180,5.7,Crime|Drama
111237,5.2,Comedy|Drama
72362,6.7,Romance|Drama
103207,6.5,Comedy
116040,5.8,Action|Drama|Adventure
116365,7.1,Comedy|Horror
116493,5.9,Comedy|Drama
117333,6.4,Romance|Drama
117628,6,Comedy|Romance|Drama
117913,7.4,Crime|Thriller|Drama
115530,5.7,Drama
114266,7.6,Comedy|Romance
115493,5.7,Adventure
116320,5.3,Crime|Action|Adventure
116756,2.8,Comedy
109356,6.7,Drama
116823,5.5,Comedy
112568,5.1,Crime|Romance|Drama
114170,4.6,Mystery|Action|Thriller
117999,6.7,Drama
118073,5.6,Comedy
108220,6.8,Comedy|Drama
49521,6.9,Drama|Adventure
112746,5.2,Romance|Thriller|Drama
104403,7.2,Romance|Drama
110246,7,Mystery|Drama
116164,7,Crime|Comedy|Romance
112716,5.9,Mystery|Drama
115472,5.3,Drama|Adventure
116707,5.4,Comedy
116313,6.2,Comedy
114550,6.8,Comedy|Romance|Drama
117438,6.6,Crime|Thriller
116531,5.5,Crime|Comedy|Romance
117332,3.9,Comedy
116353,6.1,Drama
115857,5.6,Action|Drama
117008,6.8,Comedy
116191,6.8,Comedy|Romance|Drama
115986,4.5,Thriller|Action
116571,5.7,Comedy
117826,5.3,Comedy|Horror
113695,6.9,Drama
111424,7.2,Crime|Mystery|Drama
113080,6.3,Romance|Drama
115680,5.2,Drama
117718,6.9,Drama
116225,5.7,Action|Adventure
112767,7.4,Crime|Drama
117918,6.3,Comedy|Romance|Drama
104109,7,Drama
51980,8,Drama
100840,6.1,Drama
42054,7.3,Drama
109255,6.6,Comedy
104558,6.9,Crime|Comedy|Action
114936,6.3,Comedy|Drama
114474,7.1,Drama
115736,7.4,Crime|Romance|Thriller
115836,4.9,Comedy
101692,6.6,Crime|Comedy|Thriller
116745,6.3,Crime|Drama
119214,4.7,Crime|Comedy
116934,4.7,Comedy|Romance
109066,7.4,Drama
75169,7,Drama
106544,6.2,Crime|Comedy|Action
116418,6.2,Comedy|Drama
112607,7.2,Drama
120004,5.7,Mystery|Horror
116654,4.4,Thriller|Horror
116311,5.1,Comedy
117965,5.7,Thriller|Drama
114592,6,Drama
115725,5.3,Comedy
115783,5.8,Crime|Comedy|Action
120271,6.2,Romance|Drama
113596,5.6,Adventure
109001,6.3,Romance|Drama
94822,6.5,Crime|Mystery|Romance
113253,5,Thriller|Horror
117991,7.3,Comedy|Romance|Drama
117093,7.2,Romance|Drama
24252,7.7,Romance|Drama
105729,6.2,Drama
111019,7.6,Drama
35896,7,Drama|Adventure
45152,8.3,Comedy|Romance
43278,7.2,Romance|Drama
52357,8.4,Mystery|Thriller|Romance
47396,8.5,Mystery|Thriller
36855,7.9,Crime|Drama
25164,7.6,Comedy|Romance
53125,8.4,Mystery|Action|Adventure
53291,8.3,Comedy|Romance
56923,8,Comedy|Romance|Mystery
34583,8.5,Romance|Drama
46250,8.1,Comedy|Romance
31580,7.3,Comedy|Drama
37059,7.7,Comedy|Drama
32138,8.1,Adventure
31381,8.2,Romance|Drama
84370,7.4,Comedy
33467,8.4,Mystery|Drama
62622,8.3,Adventure
39428,6.7,Romance|Adventure
42192,8.3,Drama
32976,8.2,Mystery|Romance|Drama
38787,8,Romance|Drama
38109,7.6,Mystery|Romance
50105,7.6,Romance|Drama
48728,7.5,Crime|Mystery|Romance
42451,7.2,Comedy|Romance
45537,7.6,Comedy|Romance
31725,8,Comedy|Romance
50658,7.3,Crime|Comedy|Drama
51658,6.9,Comedy|Romance
52126,6.9,Comedy|Romance
29843,8,Romance|Action|Adventure
32762,7.6,Romance|Action|Adventure
37008,8.1,Crime|Drama
39420,7.9,Comedy|Drama
29162,7.8,Drama|Adventure
27125,7.8,Comedy|Romance
35446,8.2,Comedy
28010,8.1,Comedy|Romance|Drama
49261,7.7,Drama
48028,8,Drama
25878,8.1,Crime|Comedy|Mystery
48960,6.8,Comedy|Adventure
38650,8.6,Drama
31679,8.2,Comedy|Drama
34012,7.2,Romance|Drama
17350,7.8,Drama
36094,6.4,Comedy|Mystery
25586,7.3,Romance|Drama
38300,6.9,Comedy|Romance
27893,7.3,Drama
41509,6.9,Comedy|Romance
39152,7,Romance
38235,7.3,Drama
36241,5.5,Comedy|Romance|Drama
46414,6.6,Comedy|Action|Adventure
51459,8.1,Romance|Drama
47162,6.2,Romance|Drama
33891,7.7,Comedy|Romance|Drama
29855,6.9,Mystery|Romance|Drama
29588,6.3,Comedy
22879,6.6,Romance|Drama
27980,6,Crime|Mystery
114007,6.8,Drama
93229,6.7,Crime|Comedy|Action
118927,4.5,Crime|Action|Drama
48491,7.2,Romance|Drama
113730,6.4,Comedy|Romance
117357,5.3,Comedy|Romance|Drama
117669,7.6,Documentary
116329,6.8,Drama|Adventure
118742,6.1,Romance|Drama
116442,6.7,Comedy|Drama
114354,7.1,Romance|Drama
117011,5.4,Crime|Mystery|Action
117039,7.1,Thriller|Drama
117473,5.2,Thriller
116635,6.2,Drama
115678,7.3,Romance|Drama
116830,6.4,Crime|Action|Drama
115847,6.8,Thriller|Drama
117603,6.8,Crime|Action|Drama
115438,6.5,Crime|Comedy|Thriller
115994,5.9,Crime|Comedy|Thriller
83587,6.1,Comedy
116167,6.4,Romance|Comedy
116421,5.3,Crime|Comedy|Action
116000,5.3,Comedy|Action|Drama
115862,6,Crime|Drama
72653,6.3,Comedy
47977,7.1,Adventure
64603,6.4,Comedy
71607,5.6,Comedy
50798,7.3,Drama|Adventure
55277,7.1,Comedy|Romance
54195,7.3,Drama
107131,6.9,Comedy|Drama|Adventure
53271,6.5,Comedy
54357,7.2,Adventure
59793,6.7,Crime|Comedy
46672,7.2,Drama|Adventure
106611,6.9,Comedy|Adventure
109127,6.1,Comedy
63819,8,Comedy
38166,6.5,Comedy
57546,7.2,Comedy|Adventure
58331,7.8,Comedy
33563,7.3,Drama
76538,6.4,Comedy|Adventure
66817,7,Comedy|Adventure
43274,7.4,Adventure
82406,7.3,Drama|Adventure
116361,6.9,Crime|Comedy|Drama
59742,8,Drama
95016,8.2,Thriller|Action
104692,5.4,Horror
118044,6.6,Romance|Drama
114597,6.7,Documentary
117582,5.8,Thriller|Drama
117589,8,Drama
117887,6.9,Comedy|Drama
117924,5.8,Romance|Drama
117791,6.4,Romance|Drama
116928,5.1,Comedy|Romance
115640,7.7,Comedy|Romance|Drama
116908,6.7,Crime|Action|Drama
116409,6.8,Horror|Drama|Adventure
116913,7.4,Documentary|Drama
117958,7.2,Comedy|Drama
